"","user","negative","positive","sentiment","lon","lat"
"1","______96RBS",1,1,0,NA,NA
"2","___lor__",1,0,-1,NA,NA
"3","__103196",0,1,1,NA,NA
"4","__Dariaa",0,1,1,NA,NA
"5","__DISNEY__DREAM",0,1,1,-81.614518,28.344786
"6","__dxna",1,0,-1,NA,NA
"7","__KatieWalker",0,1,1,-82.907123,40.4172871
"8","__Lisaaaaaaaa",1,0,-1,NA,NA
"9","__McDonaldTrump",0,1,1,NA,NA
"10","__nickie__g",1,0,-1,NA,NA
"11","__shanewilliams",0,1,1,-79.3831843,43.653226
"12","__vri_",0,1,1,NA,NA
"13","__YCN__",1,0,-1,-73.997617,40.718421
"14","_92Infinity",1,0,-1,7.0263397,5.5192326
"15","_accio_books",0,1,1,-118.2436849,34.0522342
"16","_AlexaO_",0,3,3,NA,NA
"17","_alexblancoo_",0,1,1,-80.1917902,25.7616798
"18","_amandaconda",0,1,1,-75.5276699,38.9108325
"19","_Andrade3_",0,1,1,NA,NA
"20","_AprilCoronel",0,1,1,NA,NA
"21","_atsoca",1,0,-1,-121.7484872,38.5426634
"22","_BabyJay13",1,0,-1,NA,NA
"23","_BetterWithAge",1,1,0,NA,NA
"24","_Blondie11",0,1,1,-83.7626729,34.1092735
"25","_BreNicole_",1,1,0,NA,NA
"26","_brujaa",0,1,1,NA,NA
"27","_canahmed",0,1,1,NA,NA
"28","_chloefalls",0,1,1,-95.712891,37.09024
"29","_christianmart",1,0,-1,NA,NA
"30","_CoreyLeigh",0,1,1,NA,NA
"31","_cuervoJ",1,1,0,-93.2698362,37.2206333
"32","_cynthiagabbie",0,1,1,-74.4056612,40.0583238
"33","_danicaviray",0,1,1,-118.3406288,33.8358492
"34","_darkskindolll",0,1,1,NA,NA
"35","_DevonWebb_",0,1,1,-117.8311428,33.7174708
"36","_Disneyy_Quotes",1,1,0,NA,NA
"37","_Domlynn",0,1,1,-84.3879824,33.7489954
"38","_DopeDiamonds_",1,1,0,NA,NA
"39","_dralaterdzo",2,1,-1,-106.346771,56.130366
"40","_edendc",0,1,1,-79.5746122,43.7281335
"41","_EdwinFuentez",1,0,-1,-118.2436849,34.0522342
"42","_eemmyy",0,1,1,-117.435048,34.0922335
"43","_elliizzaabeth_",1,0,-1,-95.712891,37.09024
"44","_emilianosilva",1,0,-1,NA,NA
"45","_emilycampana",1,1,0,NA,NA
"46","_EVELYN_15_",0,1,1,-98.4936282,29.4241219
"47","_GarretLawson_",1,1,0,NA,NA
"48","_GauravVerma",3,1,-2,72.8776559,19.0759837
"49","_gobrian",1,0,-1,NA,NA
"50","_Green_Ranger_",0,1,1,NA,NA
"51","_hadleigh_king",0,1,1,-89.8030901,34.40793
"52","_haleyandreww",2,1,-1,NA,NA
"53","_hollywoodpoint",0,1,1,-95.712891,37.09024
"54","_hugoagogo",0,1,1,-123.3656444,48.4284207
"55","_Hunter_Clarke_",2,2,0,151.2092955,-33.8688197
"56","_iAM_sam_",1,0,-1,77.7199594,12.9832628
"57","_IamToledo",1,0,-1,NA,NA
"58","_its_Joselin",0,1,1,NA,NA
"59","_itsleahhhh_",0,1,1,-99.9018131,41.4925374
"60","_itssmaddy",0,1,1,NA,NA
"61","_iye_sayf",0,1,1,113.921327,-0.789275
"62","_JamesTheRipper",0,1,1,NA,NA
"63","_Jandro1997_",1,3,2,-75.2023233,39.9562296
"64","_jesse_6",1,1,0,-121.7405167,38.5449065
"65","_jesssiccca_",0,1,1,NA,NA
"66","_jordandever",0,1,1,NA,NA
"67","_Jose_09_",1,0,-1,NA,NA
"68","_kanjaa",0,1,1,113.921327,-0.789275
"69","_karlaramirez",0,1,1,-118.2436849,34.0522342
"70","_kaylajk_",1,0,-1,-85.3241502,38.4053089
"71","_kd101994",1,0,-1,NA,NA
"72","_kryoko",1,0,-1,-73.8648268,40.8447819
"73","_kylepoptart_",0,2,2,NA,NA
"74","_kyliemichele",1,0,-1,NA,NA
"75","_kyrahsanders",0,1,1,NA,NA
"76","_laurawarren_",0,1,1,-81.6745517,36.216795
"77","_laurenhalford",0,1,1,-82.907123,40.4172871
"78","_Lauroooo",1,0,-1,NA,NA
"79","_leahE",0,1,1,-118.4364548,34.2109287
"80","_leamahoney",0,1,1,NA,NA
"81","_leannaflowers",0,1,1,NA,NA
"82","_lilyhernandezz",1,0,-1,-87.6839796,30.248479
"83","_LovelyEmas_",0,3,3,NA,NA
"84","_lovelykat",1,0,-1,NA,NA
"85","_LovelyTyler",1,0,-1,NA,NA
"86","_mackymarie_",0,1,1,NA,NA
"87","_madisontay",0,1,1,-104.8213634,38.8338816
"88","_mariaa_02",0,1,1,NA,NA
"89","_marissaaboo_",1,2,1,NA,NA
"90","_maryhshultz",1,0,-1,-82.907123,40.4172871
"91","_mckenziebrooke",0,1,1,NA,NA
"92","_melissamercado",2,0,-2,NA,NA
"93","_melssssssss",0,1,1,NA,NA
"94","_miriamortiz",0,1,1,NA,NA
"95","_MoMelanin",2,0,-2,-79.0377388,43.0962143
"96","_monicanorma",0,1,1,NA,NA
"97","_Nataliea",0,1,1,-79.9287517,32.7879465
"98","_NewRevolutions",1,0,-1,-97.7430608,30.267153
"99","_pampam1403_",0,1,1,-116.977248,33.9294606
"100","_pgeb",0,1,1,-88.3041367,42.0028334
"101","_plambert",1,2,1,NA,NA
"102","_pxtss",1,1,0,NA,NA
"103","_Rashad_H_",0,1,1,NA,NA
"104","_Regan_18",0,1,1,-90.5389662,41.8239952
"105","_rubyyc",0,1,1,NA,NA
"106","_saaammiee",0,1,1,-106.4850217,31.7618778
"107","_SarahSmiles",0,1,1,NA,NA
"108","_serenaramirez",1,0,-1,NA,NA
"109","_shepardalex",0,1,1,NA,NA
"110","_shyanna",0,1,1,NA,NA
"111","_snu",3,0,-3,NA,NA
"112","_Sophonias_97",1,0,-1,-104.990251,39.7392358
"113","_sttephaniiee",0,1,1,-74.0059728,40.7127753
"114","_susanabanana",0,1,1,-117.3794834,33.1958696
"115","_sydneyintheory",0,1,1,NA,NA
"116","_The_Gooch_",0,1,1,-75.1652215,39.9525839
"117","_TheDayman",1,0,-1,NA,NA
"118","_thegoodonesgo",1,0,-1,-74.0059728,40.7127753
"119","_ttatti",0,1,1,NA,NA
"120","_unknown0513",1,1,0,NA,NA
"121","_VintageReality",1,1,0,NA,NA
"122","_wobblewobble",1,1,0,NA,NA
"123","_xtinnaaa_",2,0,-2,NA,NA
"124","_xxMiguel",0,1,1,NA,NA
"125","_Youhad1job",2,0,-2,NA,NA
"126","_yunggmom",0,2,2,-115.1398296,36.1699412
"127","_z_a_forever_",0,2,2,NA,NA
"128","_zky",1,3,2,113.921327,-0.789275
"129","01101111_011100",1,0,-1,NA,NA
"130","07Kiana",0,1,1,-111.0937311,34.0489281
"131","0nefinity",0,1,1,NA,NA
"132","0oiiiiio0",1,0,-1,-112.0740373,33.4483771
"133","1000tapirs",1,0,-1,-122.4194155,37.7749295
"134","1059KNRS",0,1,1,-111.8910474,40.7607793
"135","1066Live",0,2,2,-0.1277583,51.5073509
"136","107Alpha",0,1,1,NA,NA
"137","10listadotcom",4,0,-4,-74.0059728,40.7127753
"138","111Rusher",1,0,-1,NA,NA
"139","11NightsInJune",0,1,1,-118.3353883,34.1519436
"140","12izzy",1,0,-1,NA,NA
"141","13_JordanJ",1,1,0,NA,NA
"142","13DATENSHI",1,0,-1,NA,NA
"143","13Griffith",1,0,-1,NA,NA
"144","157Mick",0,1,1,NA,NA
"145","1Alienscomicfan",1,2,1,NA,NA
"146","1Haul",2,0,-2,-85.323214,51.253775
"147","1Lavishone",0,1,1,NA,NA
"148","1magicalweekend",0,10,10,-81.3792365,28.5383355
"149","1PoliticalSport",2,2,0,NA,NA
"150","1TweetGeek",2,0,-2,NA,NA
"151","20thcenturyboii",1,0,-1,-0.1277583,51.5073509
"152","21AndOne",0,1,1,NA,NA
"153","23Oisin",2,0,-2,-7.6920536,53.1423672
"154","23tanks",0,1,1,NA,NA
"155","24MM53",1,0,-1,NA,NA
"156","250M7722481289",1,0,-1,NA,NA
"157","253hustle",0,1,1,-122.4442906,47.2528768
"158","2GRIMREAPER3",0,1,1,20.7041995,49.6140437
"159","2pairofshoes",0,1,1,NA,NA
"160","2x155",1,0,-1,NA,NA
"161","313AllDay1",1,0,-1,NA,NA
"162","320Mando",0,1,1,NA,NA
"163","33_Wonderland",0,2,2,-117.9143012,33.8365932
"164","365DaysofBaking",1,0,-1,NA,NA
"165","3DisneyIdiots",0,3,3,NA,NA
"166","3rendaaa",0,1,1,NA,NA
"167","4015_1126",1,1,0,NA,NA
"168","407ssi",0,1,1,110.7122465,-7.6145292
"169","4nschikabby",2,0,-2,NA,NA
"170","5_dollarshake",2,0,-2,NA,NA
"171","5991Mono",0,3,3,NA,NA
"172","5ophieTWWebb",1,0,-1,NA,NA
"173","681jim",1,0,-1,-80.4549026,38.5976262
"174","7Skellington",1,0,-1,NA,NA
"175","8bxrm8",0,1,1,NA,NA
"176","8tota_1000keyo",0,2,2,NA,NA
"177","93obsidian123",0,1,1,NA,NA
"178","95xnov",0,1,1,NA,NA
"179","9gagfano",1,3,2,28.9783589,41.0082376
"180","a__gorman",1,0,-1,-99.9018131,31.9685988
"181","A__MIR_acle",1,0,-1,-75.1195107,40.1240795
"182","A_923_Disney",1,0,-1,-122.1689851,37.479953
"183","a_butcher1",1,0,-1,NA,NA
"184","A_hungry_Fool",1,0,-1,13.404954,52.5200066
"185","a_lorenzo1",0,1,1,-74.4056612,40.0583238
"186","A_Mikka",3,0,-3,NA,NA
"187","a_roy21",0,1,1,NA,NA
"188","a_wurzburger",1,0,-1,-74.0059728,40.7127753
"189","a0ashle",1,0,-1,NA,NA
"190","aaliyahgirl22",0,2,2,-87.6656014,41.5572567
"191","aambiiee",0,1,1,-118.2399583,34.073851
"192","AarghRichard",1,0,-1,-99.9018131,31.9685988
"193","Aaron_Sparrow",0,1,1,-119.4179324,36.778261
"194","AaronCouch",1,3,2,NA,NA
"195","AaronFlux",3,1,-2,NA,NA
"196","AaronGirlUltima",0,2,2,NA,NA
"197","Aaronri73021275",1,0,-1,-119.4179324,36.778261
"198","aasalas98",0,3,3,NA,NA
"199","AB_7A",1,1,0,-118.2436849,34.0522342
"200","ABagOfCats",1,0,-1,-6.2501383,53.3411806
"201","abbiec184",0,1,1,-98.4936282,29.4241219
"202","AbbieeeRoss",0,1,1,-71.5870939,41.8326629
"203","abby_app225",1,0,-1,-120.644269,35.247667
"204","abby_potocki",0,1,1,NA,NA
"205","abbyjulissa",0,1,1,NA,NA
"206","abbymadi",1,0,-1,NA,NA
"207","abdaallah_",0,1,1,-117.3235324,34.1821786
"208","abdulwahabalm_",0,1,1,NA,NA
"209","abellgraham",1,0,-1,-118.3089661,34.1808392
"210","Abigail_Lynn48",0,2,2,NA,NA
"211","AbigailChovan",1,0,-1,-85.8241312,38.2856247
"212","Abii_velaa",0,1,1,NA,NA
"213","abitofintellect",0,1,1,-84.3880318,33.7614059
"214","abjectworld",0,1,1,-118.2436849,34.0522342
"215","abkindt",0,1,1,-81.1637245,33.836081
"216","ABlackhawksGuy",1,1,0,-87.6741759,41.8806908
"217","abluegarage",1,0,-1,NA,NA
"218","AboutThWorldNow",1,0,-1,NA,NA
"219","Abran",1,0,-1,-74.0059728,40.7127753
"220","abridanielle",0,2,2,-87.932651,42.057845
"221","abrynjeuness",0,1,1,NA,NA
"222","AbryRdlls",0,1,1,NA,NA
"223","absept22",0,1,1,NA,NA
"224","Abstruse",1,0,-1,-93.9923965,29.9743803
"225","Abyssiniancat81",1,0,-1,-95.712891,37.09024
"226","AbyyMartinezzxo",0,1,1,-95.712891,37.09024
"227","AcademyStudent1",1,1,0,NA,NA
"228","acaliforniababe",2,0,-2,NA,NA
"229","AceDeuceJuice",2,0,-2,-95.9403416,36.0445347
"230","AcidHai",0,1,1,NA,NA
"231","adam_s_j",1,0,-1,-118.2436849,34.0522342
"232","adamarypazz",0,1,1,-117.9189742,33.8120918
"233","AdamFriedland",1,0,-1,-74.0059728,40.7127753
"234","addict2015",2,1,-1,NA,NA
"235","ADDICTED2BTR",0,2,2,-118.6058609,34.208254
"236","adds_35",0,1,1,NA,NA
"237","ADeadDiehard",1,0,-1,-106.346771,56.130366
"238","adelaideereign",0,1,1,NA,NA
"239","adellsana1512",0,1,1,NA,NA
"240","Ademir818",0,2,2,-118.5021527,34.2793576
"241","AdhyMlk29_1",0,4,4,113.921327,-0.789275
"242","adifferentdrive",0,1,1,-77.1945247,41.2033216
"243","aditheadipose",0,1,1,-63.5752387,44.6487635
"244","AdityaVJ1997",1,0,-1,NA,NA
"245","AdiWriter",1,3,2,113.921327,-0.789275
"246","ADobsonComics",1,0,-1,NA,NA
"247","adollopofdisney",0,1,1,-85.6023643,44.3148443
"248","Adorably_Nerdy",1,0,-1,-74.6672226,40.3572976
"249","adorobot",2,0,-2,NA,NA
"250","adrian_a_forest",1,0,-1,153.0251235,-27.4697707
"251","AdrianaBriones2",3,1,-2,7.2619532,43.7101728
"252","AdrianAlrb",2,0,-2,NA,NA
"253","AdrianaMontuya",0,1,1,NA,NA
"254","AdrianAskarieh",0,1,1,-118.2436849,34.0522342
"255","adrianmikelopez",0,1,1,-118.4014355,33.8622025
"256","adriannaarcos",0,1,1,-115.0730563,36.2110819
"257","AdrianPosts",0,2,2,NA,NA
"258","adriantoscano14",1,0,-1,-118.4364548,34.2109287
"259","ADTpowers21",1,0,-1,NA,NA
"260","ADudeFromNowere",0,1,1,NA,NA
"261","adultingwdisney",0,2,2,-118.2436849,34.0522342
"262","adventurespic",0,2,2,75.8967237,30.901836
"263","adventurespic05",1,1,0,NA,NA
"264","aejaku",3,1,-2,-120.7401385,47.7510741
"265","AElliottTV",1,1,0,-78.6381787,35.7795897
"266","AeroGal74",0,1,1,NA,NA
"267","affiani1",0,1,1,113.1441558,-8.0943571
"268","affiliatetools",1,1,0,104.0304535,1.0456264
"269","affordableipads",0,1,1,NA,NA
"270","AFletcher25",1,0,-1,-86.1349019,40.2671941
"271","afoodporn",0,2,2,NA,NA
"272","aforeveryoung93",1,0,-1,-74.0059728,40.7127753
"273","aftermoviediner",1,1,0,-74.0059728,40.7127753
"274","agentfitz777",1,1,0,-80.1448023,40.7866883
"275","AgentHunterSnow",1,1,0,NA,NA
"276","agentpleakley",0,1,1,-75.754463,40.075492
"277","AGirlWithTime",0,1,1,NA,NA
"278","AgitatedAdeki",0,1,1,NA,NA
"279","agnotology42",0,1,1,NA,NA
"280","agreywood",1,0,-1,-87.6297982,41.8781136
"281","AgtOrangeTrump",2,0,-2,NA,NA
"282","AhAlexandriaa",0,1,1,NA,NA
"283","aherreros123",1,1,0,-73.7948516,40.7282239
"284","ahhlagirl",0,1,1,NA,NA
"285","ahleeyahhh",2,0,-2,-79.6735841,41.6262707
"286","AhmadChildress",1,0,-1,-118.2436849,34.0522342
"287","ahmedsany",0,1,1,NA,NA
"288","AhsokaBendu413",1,0,-1,NA,NA
"289","AHundredMoons",1,0,-1,NA,NA
"290","aidan_molic",1,0,-1,NA,NA
"291","aidan_relugas",0,2,2,NA,NA
"292","aileenbean10",3,0,-3,NA,NA
"293","aileenbianey",0,1,1,-107.3940117,24.8090649
"294","aImondblossoms",0,1,1,NA,NA
"295","ainafans1",1,0,-1,NA,NA
"296","ainilome",1,0,-1,-122.3320708,47.6062095
"297","ainsleyyy_b",1,0,-1,-82.9000751,32.1656221
"298","airaxmendoza",0,1,1,-3.74922,40.463667
"299","airport_facts",1,0,-1,-82.5514869,35.5950581
"300","aislinnmontoya",0,1,1,NA,NA
"301","aisondame",1,0,-1,NA,NA
"302","AJ_The_BlueJay",0,1,1,-101.8918255,33.5894627
"303","AjayShinmar_11",1,0,-1,NA,NA
"304","ajcenac",1,3,2,-118.369159,34.0757497
"305","ajfive2007",1,1,0,-122.3097458,47.5948003
"306","AJHilowitz",0,2,2,-118.3286614,34.0928092
"307","ajornlin",2,1,-1,-87.9064736,43.0389025
"308","AJOrsini96",1,0,-1,-73.9441579,40.6781784
"309","AJpenny92",1,1,0,-77.1945247,41.2033216
"310","ajperez44",1,0,-1,NA,NA
"311","akajustmerry",3,0,-3,133.775136,-25.274398
"312","akino_lumiere",0,3,3,NA,NA
"313","akostopoulos4",0,1,1,NA,NA
"314","akronohiomoms",1,1,0,-81.5190053,41.0814447
"315","Akshay_Vals",1,0,-1,72.8776559,19.0759837
"316","akufoaddofeed",1,0,-1,NA,NA
"317","Alan_Octurna",0,1,1,NA,NA
"318","alan_sheppard10",4,0,-4,NA,NA
"319","alanatorregros5",0,1,1,NA,NA
"320","AlanHogan",1,0,-1,NA,NA
"321","alanmartinez43",1,0,-1,-95.992775,36.1539816
"322","alberto_sorto",1,3,2,-117.8903397,34.0900091
"323","alcremo",1,0,-1,-73.7751326,41.0748188
"324","alebraschi_",0,1,1,-66.58973,6.42375
"325","AlecXVIII",1,0,-1,NA,NA
"326","AleinaSanchez",0,1,1,NA,NA
"327","alejandrah6495",1,1,0,NA,NA
"328","alejandrrrrah",0,1,1,-98.4936282,29.4241219
"329","alekindyk",1,1,0,NA,NA
"330","Alem_at_Work",1,0,-1,NA,NA
"331","alenamontez413",0,1,1,NA,NA
"332","alesi_airam",0,1,1,NA,NA
"333","alex_clarke31",0,1,1,-81.2078164,43.4908432
"334","alex_janai",0,1,1,-118.2436849,34.0522342
"335","Alex_LandShark",2,0,-2,-114.0708459,51.0486151
"336","AlexaHorsley",0,1,1,NA,NA
"337","AlexaTeachey",0,1,1,-78.6381787,35.7795897
"338","alexfinch447",0,1,1,NA,NA
"339","alexisaustin23",0,1,1,NA,NA
"340","alexisbbrown12",1,0,-1,NA,NA
"341","alexishare21",0,1,1,-149.8301733,61.1888724
"342","AlexisKetcham",0,1,1,NA,NA
"343","alexisscee_",0,1,1,-117.773235,34.100854
"344","AlexisTic",0,3,3,NA,NA
"345","alexisxrenee",0,1,1,NA,NA
"346","alexkornegay",0,1,1,NA,NA
"347","AlexLvfts__",1,0,-1,NA,NA
"348","Alexsaandraaa_",3,1,-2,-84.3879824,33.7489954
"349","AlexSteff1",1,0,-1,NA,NA
"350","alexxx__santos",0,1,1,NA,NA
"351","alexystm",0,1,1,NA,NA
"352","aleyshamelia",0,1,1,-122.0550413,37.6828829
"353","alfred_green",1,0,-1,-118.3812562,34.187044
"354","alfzvxz",0,2,2,NA,NA
"355","AlGonzato",1,4,3,-71.4676639,41.8535518
"356","ali_letoo",1,0,-1,NA,NA
"357","aliasBev",0,2,2,-89.3985283,40.6331249
"358","AliciLee",1,0,-1,-95.962422,36.039666
"359","Aline_Backus",0,1,1,-85.039384,39.21431
"360","AliShack",1,3,2,-1.3629998,53.4270638
"361","AlisonRasche",1,0,-1,-2.970721,56.462018
"362","alissagmz_",0,1,1,-85.1393513,41.079273
"363","alitrevino13",0,1,1,-98.4936282,29.4241219
"364","aliwhoelse",1,0,-1,-118.2436849,34.0522342
"365","alizebau",0,1,1,NA,NA
"366","Alizeee_Slayyin",0,2,2,NA,NA
"367","alkocastpodcast",1,0,-1,11.4978895,48.7904472
"368","Alkupra",0,1,1,NA,NA
"369","all_star_art",1,0,-1,NA,NA
"370","All4Batman",1,0,-1,-95.3698028,29.7604267
"371","ALLCAPSKF",0,1,1,NA,NA
"372","AllegraMoreno1",0,1,1,-89.3985283,40.6331249
"373","allen_datone4",0,1,1,-71.5723953,43.1938516
"374","AllHailTheKing1",1,4,3,-116.419389,34.9592083
"375","allianadolina",0,1,1,-74.0254281,40.7737939
"376","Allie3Keane",0,2,2,NA,NA
"377","Allikuja",1,1,0,-89.3985283,40.6331249
"378","AllnightsusJ",1,0,-1,NA,NA
"379","allofmcr",0,2,2,-2.1578377,53.4575955
"380","Allowhappiness2",1,2,1,-74.0059728,40.7127753
"381","allsexualgifs",0,2,2,NA,NA
"382","allthemovienews",0,1,1,-3.533899,50.718412
"383","allyson_glaser",0,2,2,-118.2436849,34.0522342
"384","allyvincxnt",1,0,-1,-84.2700179,37.8393332
"385","alma_jd21",0,1,1,-81.563874,28.385233
"386","almeeek",1,0,-1,-121.8863286,37.3382082
"387","Almonadaa",4,0,-4,NA,NA
"388","almontearlyn_",0,1,1,NA,NA
"389","AlondraAlonso22",0,1,1,NA,NA
"390","Alonzo_Dubace8",1,1,0,-81.5190053,41.0814447
"391","AlRaffayMirza",1,0,-1,NA,NA
"392","alrrjstn",0,1,1,NA,NA
"393","alsoMike",1,0,-1,18.643501,60.128161
"394","AlsoNamedPhil",1,0,-1,NA,NA
"395","AltBoosterGold",1,0,-1,-77.0368707,38.9071923
"396","altermyending",1,0,-1,-123.1207375,49.2827291
"397","AlternativViewz",0,1,1,NA,NA
"398","altienator22",1,0,-1,NA,NA
"399","AlvaroDiner",0,3,3,NA,NA
"400","AlwaysSonam",1,0,-1,NA,NA
"401","aly_nich",0,1,1,NA,NA
"402","alyflo_",1,0,-1,NA,NA
"403","Alymariaaa",1,0,-1,-79.3831843,43.653226
"404","alyssa_quin",2,0,-2,NA,NA
"405","Alyssa_Roche16",0,1,1,-78.290363,44.3571304
"406","alyssa_warber",0,2,2,-81.5157535,27.6648274
"407","alyssa_xs5",0,1,1,NA,NA
"408","alyssabwilsonnn",0,1,1,-82.907123,40.4172871
"409","AlyssaDefendi12",0,1,1,-71.0588801,42.3600825
"410","AlyssaDeMeo",1,7,6,-74.5232089,40.2695538
"411","alyssafroncko1",0,1,1,NA,NA
"412","AlyssaL_Anne",0,1,1,-86.5804473,35.5174913
"413","AlyssaMarieee3",0,1,1,NA,NA
"414","alyssarenee110",0,1,1,NA,NA
"415","alyssasavacool",1,0,-1,NA,NA
"416","alyssawestwood1",0,1,1,NA,NA
"417","am_ssama",1,0,-1,NA,NA
"418","Am_trevor",0,1,1,34.508523,-8.783195
"419","AmalAlHazred",1,0,-1,NA,NA
"420","amanduhh_please",1,0,-1,NA,NA
"421","Amaryth",1,0,-1,-111.0937311,34.0489281
"422","AmazingDJDustin",0,2,2,NA,NA
"423","AmazingNatt",0,4,4,-117.3235324,34.1821786
"424","amazonheroicon",0,1,1,-74.0059728,40.7127753
"425","AmberKillmon",0,1,1,-78.6568942,37.4315734
"426","amberleeatkins",0,1,1,NA,NA
"427","amberrwasham",0,1,1,-80.2793489,25.9198772
"428","America_oxox",0,1,1,NA,NA
"429","amERICan_SANman",3,2,-1,-75.1652215,39.9525839
"430","AmerillaRose",1,0,-1,NA,NA
"431","ameritius",0,1,1,NA,NA
"432","ameyjw",0,1,1,72.8776559,19.0759837
"433","amgcouponqueen",1,0,-1,-89.3985283,40.6331249
"434","amgm_141",0,1,1,-121.805789,38.0049214
"435","AminahRae",2,0,-2,NA,NA
"436","AmiShaff",1,0,-1,-75.2023233,39.9562296
"437","amitjain002",0,1,1,NA,NA
"438","AmlitzerUC",3,0,-3,-105.7820674,39.5500507
"439","ammie_renea",1,0,-1,-88.49765,17.189877
"440","Ammy0510",0,1,1,72.9992013,19.1943854
"441","amomsimpression",1,0,-1,-86.1349019,40.2671941
"442","ampatterson",1,0,-1,-89.3985283,40.6331249
"443","Amy_in_Michigan",1,0,-1,NA,NA
"444","amydoch",0,1,1,NA,NA
"445","amyharrison901",0,1,1,-77.0230313,38.7073379
"446","Amyloukingery",2,0,-2,-78.6568942,37.4315734
"447","amynielsen2245",0,1,1,NA,NA
"448","amyrosekawaii",2,0,-2,-117.4239442,47.6611191
"449","amyybarraa",0,1,1,NA,NA
"450","AmyZenunim",1,0,-1,NA,NA
"451","AmznDealAlert",0,1,1,-95.712891,37.09024
"452","ana_campoy_",0,2,2,-99.9018131,31.9685988
"453","anahixrodriguez",0,1,1,NA,NA
"454","Anais_Sand06",0,2,2,NA,NA
"455","anakinleias",1,0,-1,-91.755772,29.7711306
"456","anakinnie69",1,0,-1,NA,NA
"457","AnalauraZep",1,0,-1,NA,NA
"458","AnarresCalling",1,0,-1,NA,NA
"459","anarschtroumpf",1,0,-1,NA,NA
"460","anasofiaaaleon",0,1,1,-86.753988,33.542784
"461","anasui_en",1,0,-1,-81.5157535,27.6648274
"462","Anavaleriaxo",0,1,1,NA,NA
"463","AnayaMk464",1,0,-1,-74.0059728,40.7127753
"464","andi_elsa769",0,1,1,-98.3252932,26.2159066
"465","andiimarie",0,1,1,NA,NA
"466","AndreaBenzhere",1,0,-1,-94.503122,37.077469
"467","andreacavazos_",0,1,1,-97.9908366,26.1595194
"468","andreamanns98",0,1,1,NA,NA
"469","AndreBlair1",1,0,-1,NA,NA
"470","andreboctor",1,0,-1,NA,NA
"471","Andree_Nava",0,1,1,-102.552784,23.634501
"472","AndreeToloza",1,1,0,NA,NA
"473","AndrewHammond22",1,1,0,NA,NA
"474","AndrewLeeClark",3,1,-2,-74.0059728,40.7127753
"475","andrewmemeyard",0,1,1,NA,NA
"476","Andrews_Kelsi",0,1,1,-87.879523,41.1760108
"477","AndrewSibulsky",1,0,-1,-117.1124241,47.6743428
"478","aNDRiaRaY",0,1,1,-87.2169149,30.421309
"479","andrwsux",1,1,0,-94.513715,37.086457
"480","andydekens",0,1,1,115.8604572,-31.9505269
"481","AndyKindler",1,0,-1,-118.2436849,34.0522342
"482","AndzarAnjaaa",0,1,1,NA,NA
"483","AneeshThoduvel",0,1,1,76.6141396,8.8932118
"484","aneresv",0,1,1,-87.6297982,41.8781136
"485","aneshkaflores",0,1,1,-81.407571,28.2919557
"486","Anette_Woolf",0,1,1,NA,NA
"487","ang_1013",1,0,-1,-117.1858759,34.5008311
"488","angel_face97",0,1,1,NA,NA
"489","ANGEL2SHOOK",0,1,1,-73.9679122,40.7601939
"490","angela_herbrand",0,2,2,-88.7878678,43.7844397
"491","AngelaLTaylor",0,1,1,-95.712891,37.09024
"492","AngelaSasserArt",1,0,-1,NA,NA
"493","Angeleize_",1,0,-1,NA,NA
"494","angelhair83",0,1,1,-94.6858998,46.729553
"495","angelicaidk",0,1,1,NA,NA
"496","angeliitaaaa_",0,1,1,NA,NA
"497","angelinafarinel",0,1,1,-75.3878525,39.907793
"498","AngelinaNewbern",0,2,2,-104.8319195,39.7294319
"499","angeliquewarr",0,1,1,NA,NA
"500","AngelllaaMariee",0,1,1,NA,NA
"501","angellyy_",0,1,1,-84.4277001,33.6407282
"502","Angerbanjo",1,0,-1,-75.1652215,39.9525839
"503","AngeTra",0,1,1,NA,NA
"504","angiee1_cx",0,1,1,-118.1480877,34.0396421
"505","AngieLile",0,1,1,-94.5785667,39.0997265
"506","anglea_816",1,2,1,NA,NA
"507","anhbernardo721",0,1,1,NA,NA
"508","anicep_kire",1,0,-1,-95.3698028,29.7604267
"509","anika_lalonde",0,1,1,NA,NA
"510","Anim_Show",0,1,1,NA,NA
"511","animesh1977",0,1,1,5.3220544,60.3912628
"512","AnitaS64",1,0,-1,100.5017651,13.7563309
"513","anjjaayy",0,1,1,NA,NA
"514","Anna_johnson7",0,1,1,NA,NA
"515","anna_oswald15",1,0,-1,-75.7496572,39.6837226
"516","annajeanette",2,1,-1,-105.7820674,39.5500507
"517","annalie_tee",1,0,-1,NA,NA
"518","anniebetts143",0,1,1,NA,NA
"519","anniecorrine",1,0,-1,-73.9441579,40.6781784
"520","anniegallagherr",1,1,0,NA,NA
"521","AnnieGE2",0,1,1,NA,NA
"522","anniemehdi",0,1,1,-74.4056612,40.0583238
"523","AnnMusicLove",2,0,-2,-93.1194921,36.2505865
"524","anotherkrsw",0,3,3,NA,NA
"525","ant__baez",1,0,-1,-118.032844,33.9791793
"526","antdupree",1,0,-1,-74.0143064,40.7878788
"527","anthony_bingus",0,1,1,NA,NA
"528","anthony3spinoza",3,2,-1,NA,NA
"529","anthonypermal",1,0,-1,55.2707828,25.2048493
"530","AnthonySaraco",1,6,5,-79.3831843,43.653226
"531","AnthonyWanger",1,0,-1,-95.712891,37.09024
