"","user","negative","positive","sentiment","lon","lat"
"4513","Protohype",0,1,1,NA,NA
"4514","providingbieber",0,1,1,-0.1277583,51.5073509
"4515","prtqn1978",1,0,-1,NA,NA
"4516","PS_Beyond",0,2,2,-79.3831843,43.653226
"4517","PSboteo",0,3,3,-90.230759,15.783471
"4518","PsychicStoner",1,0,-1,-87.1638574,30.3571438
"4519","Ptizzzle",1,0,-1,NA,NA
"4520","PTSPentax",1,0,-1,-114.7420408,44.0682019
"4521","PuffyCurry",1,0,-1,NA,NA
"4522","punningpundit",1,2,1,NA,NA
"4523","purlgurly",1,0,-1,-79.3831843,43.653226
"4524","PurpleTulips4Me",0,1,1,-82.907123,40.4172871
"4525","Putraadi765",1,1,0,107.6191228,-6.9174639
"4526","qertrudeyorkes",1,2,1,-99.9018131,31.9685988
"4527","qooliecut",1,0,-1,-76.6412712,39.0457549
"4528","quailmob",1,0,-1,-116.2146068,43.6187102
"4529","QuanDisney",1,0,-1,-70.8915657,42.5135797
"4530","QuantumThrifter",0,1,1,NA,NA
"4531","quarrrels0me",0,1,1,NA,NA
"4532","Quarry_Rock",4,0,-4,NA,NA
"4533","queeeendaniela",0,1,1,NA,NA
"4534","Queen_Barlishaa",0,1,1,-118.3175756,34.0272344
"4535","queen_jayonce13",0,1,1,NA,NA
"4536","Queen_tiffany5",0,1,1,NA,NA
"4537","Queen0fDragons",0,1,1,NA,NA
"4538","QueenAhmanets",1,0,-1,113.921327,-0.789275
"4539","Queenbri_Ox",1,1,0,-70.9286609,42.5278731
"4540","QueenDBW",1,2,1,-83.8979573,33.9887165
"4541","queengabbi",0,1,1,-91.9695895,32.4873662
"4542","queenofthedorks",1,0,-1,NA,NA
"4543","QuelPerez",0,1,1,-81.4234523,28.5676528
"4544","questionforall",1,0,-1,-87.6275567,41.8854147
"4545","quinton_ascah",1,0,-1,NA,NA
"4546","quornst4r",1,0,-1,NA,NA
"4547","R_E_L_K",1,0,-1,NA,NA
"4548","r_koshak",0,1,1,-92.0198427,30.2240897
"4549","R0MANSGRlLL",12,0,-12,NA,NA
"4550","R2TMIT",1,1,0,NA,NA
"4551","raaydizzle",0,1,1,-115.1398296,36.1699412
"4552","racchxoxo",0,1,1,NA,NA
"4553","rachaeleelmy",1,0,-1,NA,NA
"4554","rachaelgennock",0,1,1,NA,NA
"4555","RachalwithanA",2,0,-2,NA,NA
"4556","RachAnnSteve",1,0,-1,104.066801,30.572815
"4557","Rache_Inez173",2,0,-2,NA,NA
"4558","RachelLarris",1,0,-1,NA,NA
"4559","rachelle_mendez",0,1,1,-117.3961564,33.9533487
"4560","RadioCorpse1",2,0,-2,-86.902298,32.3182314
"4561","RADSTORMTROOPER",0,2,2,NA,NA
"4562","raedenmixemong",1,0,-1,NA,NA
"4563","Raelshark",1,0,-1,-75.977985,36.8529263
"4564","rafaellacabello",0,1,1,NA,NA
"4565","raghav_mvr",0,1,1,NA,NA
"4566","raginbrook",1,0,-1,-75.1652215,39.9525839
"4567","ragingstyles",1,0,-1,NA,NA
"4568","raharet_ihciat",1,0,-1,NA,NA
"4569","Raikiriskyfall",0,1,1,NA,NA
"4570","rainaftersno",1,0,-1,-77.8930859,34.2002053
"4571","RainbowSquidInk",1,0,-1,NA,NA
"4572","raj5595",0,1,1,NA,NA
"4573","rajadeking",0,1,1,77.2090212,28.6139391
"4574","rajatdhar1",0,1,1,77.2090212,28.6139391
"4575","ramblingstump",0,1,1,NA,NA
"4576","Ramenhime",1,0,-1,-97.1383744,49.895136
"4577","ramenmoons",0,1,1,121.016508,14.5122739
"4578","ramirezsam2011",1,0,-1,NA,NA
"4579","RamiYaserHosni",1,0,-1,NA,NA
"4580","Ramo2653",1,0,-1,-87.9064736,43.0389025
"4581","RandiRiggleman",0,1,1,NA,NA
"4582","RandyS0725",1,1,0,-72.9254428,41.3535161
"4583","rannellsandrew",0,2,2,NA,NA
"4584","RaptorsJK",1,0,-1,-79.3831843,43.653226
"4585","RascalFKennedy",2,0,-2,-91.9206505,44.9028713
"4586","RasenBran",1,0,-1,NA,NA
"4587","rashidaldosari",1,0,-1,NA,NA
"4588","raumunz",0,3,3,-84.2141701,10.0159394
"4589","ravenneizman",0,1,1,NA,NA
"4590","RaVEns_mERe",1,0,-1,-104.336689,37.0517414
"4591","RayanMutawa",0,1,1,14.4378005,50.0755381
"4592","RayCharlesBans",1,1,0,NA,NA
"4593","RayDinThree",0,1,1,-85.6690049,40.0600023
"4594","rayelwright",1,0,-1,-77.3519285,39.4862126
"4595","RayPride",0,1,1,NA,NA
"4596","rayray__714",1,0,-1,NA,NA
"4597","razihashmi",0,2,2,-77.0368707,38.9071923
"4598","razznjazz",3,0,-3,-122.8037102,45.487062
"4599","RC___Cola",0,2,2,-71.0926427,42.3454427
"4600","rcklein5269",1,1,0,NA,NA
"4601","rdronaaz",1,0,-1,-8.224454,39.399872
"4602","RDW0409",1,0,-1,NA,NA
"4603","ReaganLam",0,1,1,NA,NA
"4604","reaijoshuachew",1,0,-1,NA,NA
"4605","real_MontyBurns",2,0,-2,151.2092955,-33.8688197
"4606","RealAliciaMayer",0,2,2,NA,NA
"4607","REALBIGIDIOT",1,0,-1,NA,NA
"4608","RealBrickPal",0,1,1,-71.3824374,42.4072107
"4609","RealHousemoms",1,1,0,NA,NA
"4610","RealityDoc",0,2,2,NA,NA
"4611","realityissue",0,1,1,NA,NA
"4612","RealJimLatts",1,0,-1,NA,NA
"4613","realLucasNuka",1,0,-1,NA,NA
"4614","realPhilstevens",1,0,-1,-95.712891,37.09024
"4615","RealSexVideos",0,2,2,NA,NA
"4616","realwesleywess",0,1,1,-122.4194155,37.7749295
"4617","Realwynotm3",1,0,-1,-118.2908783,34.0611808
"4618","ReamsBiz",1,0,-1,NA,NA
"4619","Reaspiring",0,2,2,-87.7390278,41.6448746
"4620","RebeccaPlett",1,1,0,-97.9389474,49.1801103
"4621","RebelBelladonna",1,0,-1,-119.4179324,36.778261
"4622","RebelVampire",1,0,-1,-111.789027,33.3528264
"4623","Red_Lion250",2,1,-1,NA,NA
"4624","RedAnneBolynn",0,1,1,-97.7430608,30.267153
"4625","redbeardandre",0,1,1,-79.3831843,43.653226
"4626","redboyswift",1,0,-1,NA,NA
"4627","ReddiShadow",1,1,0,NA,NA
"4628","redlilishop",0,1,1,NA,NA
"4629","RedPebbles4",1,0,-1,NA,NA
"4630","RedShirtKing",0,2,2,NA,NA
"4631","REDTOPS112",1,0,-1,NA,NA
"4632","ReeseBeck",3,1,-2,NA,NA
"4633","refsrc",0,1,1,77.2090212,28.6139391
"4634","regancanter8",1,0,-1,-82.907123,40.4172871
"4635","RegularShota",1,1,0,NA,NA
"4636","Regulus_Tera",1,0,-1,-95.3698028,29.7604267
"4637","rehannanicole_",0,1,1,-98.148306,26.197716
"4638","Reid_Duhrkoop",1,1,0,NA,NA
"4639","reielys1280",1,1,0,NA,NA
"4640","ReinaKTG",1,0,-1,NA,NA
"4641","reinaldosiagian",1,0,-1,106.8650395,-6.17511
"4642","Rell2Ls",1,0,-1,-83.2231674,35.3752211
"4643","remembrancermx",1,1,0,-118.2436849,34.0522342
"4644","Remetheus",1,0,-1,NA,NA
"4645","REMEZCLA",1,0,-1,-73.9441579,40.6781784
"4646","renae_jas",1,0,-1,NA,NA
"4647","RenaeMelody13",1,0,-1,174.8249146,-41.1703099
"4648","RenataZenQ562",1,0,-1,NA,NA
"4649","rendallmarket",1,3,2,NA,NA
"4650","renee_gillespie",3,0,-3,-80.8431267,35.2270869
"4651","ReNellGlover",2,4,2,-81.5365094,41.3931096
"4652","renesme2468",1,3,2,NA,NA
"4653","renhwet",1,2,1,-121.1760583,38.6779591
"4654","RenshawRenshaw",1,1,0,NA,NA
"4655","renwilcox81",0,2,2,NA,NA
"4656","ReputationOfTay",1,0,-1,-71.3824374,42.4072107
"4657","resendez_briana",0,1,1,-98.4936282,29.4241219
"4658","ReservoirToy",0,1,1,-89.9859158,32.2732024
"4659","ReshDET",1,0,-1,-4.2026458,56.4906712
"4660","resistance0101",1,3,2,-74.0059728,40.7127753
"4661","ResllienCSafety",2,0,-2,-75.1634867,39.9511994
"4662","RESPECTPUNK434",0,2,2,NA,NA
"4663","retro_wanderess",1,0,-1,88.454201,22.976136
"4664","RetroBaseNgames",0,1,1,-73.9712488,40.7830603
"4665","RetroHour",1,0,-1,-73.1878783,41.1994709
"4666","RETROSpidycents",0,1,1,-95.712891,37.09024
"4667","retrovert1go",0,2,2,-119.4179324,36.778261
"4668","ReutersIndia",0,1,1,77.2090212,28.6139391
"4669","RevDrJBTDDPhD",4,4,0,NA,NA
"4670","Reverendscoot",0,1,1,-116.419389,34.9592083
"4671","Revieloutionne",1,1,0,NA,NA
"4672","RexDartEskimoPi",1,1,0,-74.3118212,41.3911653
"4673","RexOverdrive",3,4,1,NA,NA
"4674","Reyofhope6",0,1,1,NA,NA
"4675","reyskywalkvr",0,1,1,NA,NA
"4676","ReZ_Dx",1,0,-1,NA,NA
"4677","RFerronetti",1,0,-1,NA,NA
"4678","Rga254",1,0,-1,-118.1669736,34.0224417
"4679","RHall121314",0,1,1,-82.7912134,27.8397466
"4680","RHFrankenstein",0,1,1,-121.7405167,38.5449065
"4681","rhpline",0,1,1,NA,NA
"4682","Rhysescups",1,0,-1,NA,NA
"4683","ribbonhairbows",1,0,-1,NA,NA
"4684","Ricardoubt",1,0,-1,NA,NA
"4685","Ricardowaddle",1,0,-1,-119.4179324,36.778261
"4686","Richard14407640",1,1,0,NA,NA
"4687","Richardalmazan1",0,3,3,-89.3985283,40.6331249
"4688","RichardNava1",1,0,-1,-117.1610838,32.715738
"4689","RichHenson13",1,0,-1,-79.1422464,37.4137536
"4690","RichyBeGood",0,1,1,NA,NA
"4691","rick_rawww",1,0,-1,NA,NA
"4692","RiggedSys",1,0,-1,-122.7499062,45.5990696
"4693","riharrna",0,2,2,-90.5120498,38.7654684
"4694","rikunami13",0,3,3,NA,NA
"4695","rikvartigyan",1,1,0,NA,NA
"4696","ringo_padtz",0,4,4,NA,NA
"4697","rinnnnnnn_",0,1,1,NA,NA
"4698","Riotcub",1,0,-1,144.9630576,-37.8136276
"4699","Ripaldi44",2,0,-2,-112.0740373,33.4483771
"4700","RiseUpScorpio",1,1,0,NA,NA
"4701","Rising0takuXD",1,0,-1,NA,NA
"4702","risingstar104",0,1,1,NA,NA
"4703","RisssaaBoo",0,1,1,NA,NA
"4704","Risuchia",0,1,1,103.819836,1.352083
"4705","riverabatista",1,0,-1,NA,NA
"4706","RixdutcheViking",0,1,1,NA,NA
"4707","rizapup",2,0,-2,NA,NA
"4708","RJ_Fraser",1,0,-1,NA,NA
"4709","RJBoonie",0,3,3,-88.3514596,41.6828074
"4710","RJMediagroup",0,1,1,-0.1277583,51.5073509
"4711","rka1010blog",4,0,-4,NA,NA
"4712","RLHJ_",1,0,-1,NA,NA
"4713","rlstufful",0,2,2,-94.5785667,39.0997265
"4714","rmungo13",5,4,-1,NA,NA
"4715","rmxoxo14",0,1,1,-81.5157535,27.6648274
"4716","rnelson0",1,0,-1,-86.158068,39.768403
"4717","rnfmaquddkfl",0,1,1,NA,NA
"4718","rob_hen",0,2,2,0.121817,52.205337
"4719","robb_clark",2,0,-2,0.4690888,51.7343313
"4720","Robbins17Chris",3,0,-3,-91.8318334,37.9642529
"4721","robbybottoms",0,1,1,-118.1339563,33.8536269
"4722","robcham",1,0,-1,120.9842195,14.5995124
"4723","robertliefeld",1,2,1,NA,NA
"4724","RobertOmegaDoom",1,2,1,NA,NA
"4725","RobertsKendall1",1,2,1,NA,NA
"4726","Robinton_Hobbs",1,0,-1,-118.2436849,34.0522342
"4727","ROBONICS95",0,3,3,-119.4179324,36.778261
"4728","robsaucedo2500",1,0,-1,NA,NA
"4729","RochardScott",1,0,-1,NA,NA
"4730","rocioorivera",0,1,1,NA,NA
"4731","rocioxoxo_",0,1,1,-97.9854449,43.5473997
"4732","rockmarooned",0,1,1,-73.9441579,40.6781784
"4733","RockyMtnSavings",1,0,-1,-106.6055534,35.0853336
"4734","rodriguezxo7_",0,1,1,NA,NA
"4735","roguebaptist",1,0,-1,-71.1626756,42.3463503
"4736","roguefond",0,1,1,NA,NA
"4737","RogueWand",1,1,0,NA,NA
"4738","Rohanhasastory",0,2,2,76.860565,30.6942091
"4739","rojasroyalss",1,0,-1,NA,NA
"4740","romii_patell07",0,1,1,NA,NA
"4741","ron_poland",1,0,-1,-95.712891,37.09024
"4742","RonaldBiggs",1,0,-1,-113.4909267,53.544389
"4743","RonaldTheSequel",1,0,-1,NA,NA
"4744","rondaley_",1,0,-1,NA,NA
"4745","RonMacvicar",0,1,1,NA,NA
"4746","RoomClearer",1,0,-1,-85.7769238,39.5214373
"4747","RootCauseShoes",1,0,-1,-95.712891,37.09024
"4748","Ropafadzo__",1,0,-1,29.154857,-19.015438
"4749","Rori_Blackraven",0,1,1,NA,NA
"4750","RosarioCornejo_",0,1,1,NA,NA
"4751","rosaura_esc",0,1,1,NA,NA
"4752","rosegirlygamer",1,0,-1,NA,NA
"4753","RoseParamore2",0,1,1,-71.2428737,8.5493413
"4754","rosesreviews_",0,1,1,-119.4179324,36.778261
"4755","RoshiSenpai",0,1,1,NA,NA
"4756","rosphal",0,1,1,-3.435973,55.378051
"4757","rossi8_79",0,1,1,-2.633308,50.942061
"4758","RossWilson90",2,0,-2,-4.251806,55.864237
"4759","roswynw",3,0,-3,NA,NA
"4760","Rowja42",1,0,-1,-73.087749,41.6032207
"4761","roxanneattaran",1,0,-1,-87.8871348,43.0943029
"4762","ROY_MXRACE",1,0,-1,NA,NA
"4763","royalozca",0,1,1,NA,NA
"4764","rrrremington",0,1,1,-119.4179324,36.778261
"4765","RShanti",1,0,-1,NA,NA
"4766","RSIradio",0,2,2,NA,NA
"4767","Rubenperezdelg3",1,0,-1,-117.435048,34.0922335
"4768","RubinSimpson",1,0,-1,-83.0457538,42.331427
"4769","rubio_jenny17",0,1,1,NA,NA
"4770","rudeboy_rell7",0,1,1,-95.712891,37.09024
"4771","Rudefire",0,1,1,NA,NA
"4772","Rudyeezy6",0,1,1,-118.2436849,34.0522342
"4773","RuffinnaJok",1,1,0,101.975766,4.210484
"4774","RuhBuhJuh",1,0,-1,-3.7837117,52.1306607
"4775","ruinthesalute",0,4,4,NA,NA
"4776","Run_Eva_Run",0,1,1,10.451526,51.165691
"4777","Runner4Life94",1,3,2,NA,NA
"4778","RunsOnBooks",0,1,1,NA,NA
"4779","ruralmoms",1,0,-1,-83.6146346,38.1200809
"4780","russburlingame",0,1,1,-76.0785332,43.0653446
"4781","Russell96122201",0,3,3,-95.2441009,29.4238472
"4782","RussoNormanF",1,0,-1,-119.4179324,36.778261
"4783","rusty10041",2,0,-2,NA,NA
"4784","ruthhill74",0,1,1,-122.6059582,46.9420431
"4785","ruthlessimagery",0,1,1,NA,NA
"4786","RWordplay",1,0,-1,NA,NA
"4787","rxbridge",0,1,1,NA,NA
"4788","rxckstarhigh",0,1,1,-95.3698028,29.7604267
"4789","ry_cardenas",1,0,-1,NA,NA
"4790","ryan_cowern",2,2,0,NA,NA
"4791","RyanCTXPod",1,0,-1,-79.3831843,43.653226
"4792","ryangrant69",1,0,-1,NA,NA
"4793","RyanInVegas",0,1,1,-115.1398296,36.1699412
"4794","RyanJTaylor_98",0,1,1,NA,NA
"4795","RyanScottWrites",1,4,3,NA,NA
"4796","Ryosaur",0,3,3,-73.087749,41.6032207
"4797","s_ko_g",1,0,-1,NA,NA
"4798","S_Wakhid48",0,3,3,NA,NA
"4799","s_zillich",1,0,-1,NA,NA
"4800","s0ra_s0",0,3,3,NA,NA
"4801","S0UL4SALE",1,0,-1,NA,NA
"4802","s1gns1lent",1,3,2,NA,NA
"4803","S1lvrr",1,0,-1,NA,NA
"4804","S3DProductions",1,0,-1,NA,NA
"4805","S4m7f",0,1,1,NA,NA
"4806","Saaaa_hot",1,0,-1,NA,NA
"4807","saadman_SKB",1,0,-1,NA,NA
"4808","sabeautysupply1",0,2,2,-75.5276699,38.9108325
"4809","SableFilms",1,2,1,-79.3831843,43.653226
"4810","Sabrina_Warner",0,1,1,NA,NA
"4811","SabrinaJoel",0,1,1,-117.9189742,33.8120918
"4812","SabrinaJuliette",0,1,1,NA,NA
"4813","sabrinasho12",2,0,-2,-119.4179324,36.778261
"4814","sacnite_b",0,1,1,NA,NA
"4815","sadhchyme",0,1,1,NA,NA
"4816","sadieaten",1,2,1,NA,NA
"4817","Saequann",1,0,-1,NA,NA
"4818","SagArcher",1,0,-1,NA,NA
"4819","SagaTwighlight",0,1,1,NA,NA
"4820","saguilan94",0,1,1,NA,NA
"4821","sai_saie",0,1,1,78.486671,17.385044
"4822","Said_It_Yup",3,0,-3,NA,NA
"4823","sailorgwaten",1,1,0,-81.5157535,27.6648274
"4824","SailorSoapbox",1,0,-1,-79.3831843,43.653226
"4825","SailorsSluts",1,1,0,-104.6068701,50.4609935
"4826","SaintRenita",0,1,1,-95.712891,37.09024
"4827","SaintsGhost",0,3,3,NA,NA
"4828","Saiyan4414",1,0,-1,-99.9018131,31.9685988
"4829","sajjada69609760",0,1,1,NA,NA
"4830","sakura3740",0,3,3,NA,NA
"4831","sal_the_13oss",1,1,0,NA,NA
"4832","Saldasoro",0,1,1,-58.3815591,-34.6036844
"4833","sali_nadin",0,1,1,-95.712891,37.09024
"4834","SallyRa95",1,0,-1,-118.2436849,34.0522342
"4835","SalSaysWhat",0,1,1,-74.4056612,40.0583238
"4836","salstrange",1,0,-1,NA,NA
"4837","SaltLifeRyan",1,1,0,-93.2922989,37.2089572
"4838","SaltyBlondeBlog",0,1,1,NA,NA
"4839","saltytleilani",0,1,1,NA,NA
"4840","salve_sandeep",0,2,2,73.8567437,18.5204303
"4841","Sam__Chapman",0,1,1,-70.1512169,44.6704998
"4842","Sam_Mahone123",0,2,2,NA,NA
"4843","Sam_Mahone143",0,1,1,-87.6297982,41.8781136
"4844","sam_mie07",0,1,1,NA,NA
"4845","samanda666",3,3,0,NA,NA
"4846","samantha_glantz",1,0,-1,-118.2436849,34.0522342
"4847","samantha18xoxo",0,1,1,NA,NA
"4848","samanthablynne",0,1,1,-117.5664384,33.8752935
"4849","samanthalee11_",0,1,1,NA,NA
"4850","SamanthaLile123",0,1,1,NA,NA
"4851","Samanthamaree_v",0,1,1,133.775136,-25.274398
"4852","SamanthaMatos5",0,1,1,-117.185294,33.6971468
"4853","SamanthaSinger4",2,0,-2,-105.2551187,54.5259614
"4854","samatthesuburbs",3,0,-3,NA,NA
"4855","SamClapp921",0,3,3,NA,NA
"4856","samgravesbro",1,0,-1,NA,NA
"4857","samhurtZG",1,0,-1,NA,NA
"4858","SamHydeShooter",1,0,-1,NA,NA
"4859","SamiTyson1",0,2,2,NA,NA
"4860","samj_lilly",1,0,-1,NA,NA
"4861","samlawson12",1,1,0,NA,NA
"4862","sammie_love_ya",0,1,1,-98.4936282,29.4241219
"4863","SamMonteithh",0,1,1,NA,NA
"4864","sammysilva27",1,0,-1,NA,NA
"4865","SamNikahwal",0,1,1,-79.3898585,43.67
"4866","samtoledo00",0,1,1,NA,NA
"4867","samwasbornanerd",1,0,-1,-117.1610838,32.715738
"4868","samyarnell",1,1,0,-82.9987942,39.9611755
"4869","sandovalerick51",1,1,0,NA,NA
"4870","sandra_athey",1,1,0,-78.898619,35.9940329
"4871","SandyLe26743144",3,1,-2,NA,NA
"4872","sandysgingham",0,2,2,-115.1851755,36.1017241
"4873","SaneCharlie",1,0,-1,NA,NA
"4874","Sani_t_w",0,1,1,-73.087749,41.6032207
"4875","SaPlaneGuy",0,1,1,-123.3656444,48.4284207
"4876","SAPPERGUNZ6",1,1,0,-122.4857321,47.1342432
"4877","Sara_E16",0,1,1,NA,NA
"4878","Sara_Smile21",1,3,2,NA,NA
"4879","SaraFontenot",1,0,-1,-91.9623327,30.9842977
"4880","sarah_bade3",0,1,1,NA,NA
"4881","sarah_jwh",1,0,-1,NA,NA
"4882","sarah_rockss_32",0,1,1,-83.7430378,42.2808256
"4883","sarahjanet",1,0,-1,-113.4909267,53.544389
"4884","Sarahjeanrhian",2,0,-2,-72.8676033,40.8014876
"4885","sarahlicity",2,1,-1,-1.5490774,53.8007554
"4886","sarahtaylor504",1,1,0,-90.0489801,35.1495343
"4887","saramicheleeee",1,1,0,NA,NA
"4888","SaraRose2480",1,0,-1,-122.6764815,45.5230622
"4889","SartoriusSammie",0,1,1,-121.7690133,36.90447
"4890","sasfraz",0,1,1,-95.712891,37.09024
"4891","sashabimraj1019",1,0,-1,-79.7624177,43.7315479
"4892","SasiahHochle",0,1,1,NA,NA
"4893","sasshxle",1,0,-1,NA,NA
"4894","SatanaKennedy",1,0,-1,-81.5157535,27.6648274
"4895","Satishshakya143",0,1,1,78.6568942,22.9734229
"4896","satori_vidya",1,0,-1,-81.3792365,28.5383355
"4897","saundra_rurka",0,1,1,-111.0937311,34.0489281
"4898","SavanahMurray2",0,1,1,NA,NA
"4899","SavannahSarvey",1,1,0,NA,NA
"4900","SavannaTav",1,2,1,-95.712891,37.09024
"4901","SaveTheDayFor1D",0,1,1,NA,NA
"4902","Saviserye",0,1,1,NA,NA
"4903","SavvyMomNYC",1,0,-1,-74.0059728,40.7127753
"4904","Savy_kay25",1,0,-1,-83.6181802,41.7209253
"4905","sawcatsims",1,0,-1,-119.4179324,36.778261
"4906","SawyerReed95",0,1,1,NA,NA
"4907","Say_Yes_2theJes",1,1,0,NA,NA
"4908","SBGtheblog",0,1,1,-104.9972345,39.6525073
"4909","sbrfernandez",0,1,1,NA,NA
"4910","sbtrsupplyco",1,1,0,NA,NA
"4911","scarlettcharle2",3,0,-3,NA,NA
"4912","scarlletbitch",1,1,0,NA,NA
"4913","scarsblake",0,1,1,NA,NA
"4914","Schmoofy",1,0,-1,NA,NA
"4915","scifichick25",4,0,-4,NA,NA
"4916","Scifislasher",1,0,-1,NA,NA
"4917","Scott_Avila_",1,0,-1,NA,NA
"4918","scott_groke",0,1,1,146.921099,-31.2532183
"4919","Scott9406",1,0,-1,NA,NA
"4920","ScottCandage",0,1,1,NA,NA
"4921","scottdagostino",3,2,-1,-79.3831843,43.653226
"4922","scottr021",0,2,2,NA,NA
"4923","ScottSullivanTV",5,6,1,NA,NA
"4924","Scotty_doesknow",1,0,-1,NA,NA
"4925","ScottyG1999",2,0,-2,-4.629179,55.458564
"4926","ScottyMiLad",0,1,1,-95.3698028,29.7604267
"4927","ScribbleDoozy",0,1,1,NA,NA
"4928","ScrivenerActual",1,0,-1,-85.5958952,42.215939
"4929","sdigman",0,2,2,-96.6851982,40.8257625
"4930","SDVJ_0786",0,3,3,NA,NA
"4931","SeamusBellamy",1,0,-1,NA,NA
"4932","Sean_Thurmond",1,0,-1,-96.7844417,33.3245586
"4933","seanboymickey",1,5,4,-111.8910474,40.7607793
"4934","SeanDavidGold",1,2,1,-91.8318334,37.9642529
"4935","SeanMastersons",1,1,0,-118.3286614,34.0928092
"4936","seaton_cheyenne",0,1,1,NA,NA
"4937","sebarsch",0,2,2,10.451526,51.165691
"4938","SebastianM_1993",1,1,0,-117.6986604,33.5916433
"4939","SEDGLISLIM",1,0,-1,-0.2419837,51.6034083
"4940","seducedlarry",0,1,1,NA,NA
"4941","seegsart",2,0,-2,NA,NA
"4942","sejeez",0,1,1,NA,NA
"4943","selah_burke",1,0,-1,151.2092955,-33.8688197
"4944","selenalpz_",0,1,1,NA,NA
"4945","selenaobledo",0,1,1,NA,NA
"4946","selenaweena_",0,1,1,NA,NA
"4947","selenee_25",3,1,-2,-99.9018131,31.9685988
"4948","SelfieKingAlex",1,0,-1,NA,NA
"4949","SellingFunko",1,1,0,-95.712891,37.09024
"4950","selmanftherron",1,0,-1,NA,NA
"4951","Sempervive",0,1,1,NA,NA
"4952","sen_dibjoy",1,0,-1,NA,NA
"4953","senapurnomo",1,0,-1,NA,NA
"4954","senior2016sam",0,2,2,NA,NA
"4955","SENIORUPDATES18",1,0,-1,NA,NA
"4956","septicnoodle3",0,1,1,-114.7420408,44.0682019
"4957","seputartradings",1,0,-1,110.8243272,-7.5754887
"4958","Serafina_Disney",0,1,1,NA,NA
"4959","SeraphiskAngel",1,0,-1,NA,NA
"4960","serenitek",1,0,-1,NA,NA
"4961","SergeantSlzurp",1,3,2,-86.2519898,41.6763545
"4962","SeriousNoonle",0,1,1,-73.9441579,40.6781784
"4963","sesamekitty",1,1,0,NA,NA
"4964","SethSeries",2,0,-2,10.451526,51.165691
"4965","Seththerewind",1,0,-1,NA,NA
"4966","sexy_vegetables",3,0,-3,NA,NA
"4967","sexygazermilk",0,1,1,-0.1425553,51.5390111
"4968","Sexymamiiiiiiii",1,0,-1,NA,NA
"4969","sexypantspilot",0,1,1,-85.7584557,38.2526647
"4970","Sf1Marketing",1,1,0,-74.0059728,40.7127753
"4971","SH44W",1,0,-1,-76.2858726,36.8507689
"4972","shadesmaclean",1,1,0,-118.2436849,34.0522342
"4973","Shadotracker",0,2,2,-99.9018131,31.9685988
"4974","Shadowdancesaga",1,0,-1,-81.3792365,28.5383355
"4975","Shadrain",0,2,2,NA,NA
"4976","Shadumura",1,0,-1,-119.3473379,36.2077288
"4977","shaelynsmith_",1,0,-1,NA,NA
"4978","Shainalyssa",0,1,1,-74.4056612,40.0583238
"4979","ShakilHUMAN",0,3,3,NA,NA
"4980","ShakingStick",1,0,-1,174.776236,-41.2864603
"4981","Shameless_Grace",0,1,1,-120.7401385,47.7510741
"4982","ShaneMarshy2",0,1,1,-113.4909267,53.544389
"4983","ShaneTRickner",0,1,1,-79.0776051,40.017428
"4984","Shannon_McP",0,1,1,NA,NA
"4985","shannon45593543",0,1,1,NA,NA
"4986","ShannonFlynn2",1,1,0,-73.9918181,40.7637581
"4987","shantiboh1926",0,1,1,NA,NA
"4988","shariffr",1,0,-1,NA,NA
"4989","sharilyndusser8",0,1,1,NA,NA
"4990","ShariMcGriff",1,0,-1,NA,NA
"4991","sharnapetafan92",0,1,1,NA,NA
"4992","sharonhayrexo",0,1,1,-75.5525276,42.4442848
"4993","sharonsutton99",1,0,-1,-4.548056,54.236107
"4994","SharpSpeaks",0,1,1,NA,NA
"4995","Sharrprime",2,0,-2,-72.4641563,41.2959741
"4996","sharrykinns",0,1,1,-158.0568965,21.3353909
"4997","Shaun_Christine",0,1,1,NA,NA
"4998","shawnathan1",2,0,-2,NA,NA
"4999","shawnfromfwtx",1,0,-1,NA,NA
"5000","ShawnKHolliday",1,0,-1,NA,NA
"5001","ShawnMarino10",2,0,-2,NA,NA
"5002","shawnmarshall_2",0,1,1,-81.9498042,28.0394654
"5003","shawnmgt",1,0,-1,77.316796,28.6415218
"5004","ShawnSF",1,1,0,-121.8863286,37.3382082
"5005","shay__nab",1,3,2,NA,NA
"5006","Shay_JaTa",1,0,-1,NA,NA
"5007","Shaylaa99",0,1,1,NA,NA
"5008","shaylastarrr",0,1,1,NA,NA
"5009","shayne571",1,0,-1,-118.2436849,34.0522342
"5010","shazamcam1",1,0,-1,-97.938351,29.888411
"5011","sheepy_ebooks",1,0,-1,NA,NA
"5012","shelbruton",0,1,1,-84.4277001,33.6407282
"5013","Shelbs_TheShort",2,0,-2,-84.3404919,37.3528615
"5014","shelbygrad",2,0,-2,NA,NA
"5015","shelbyxtherese",0,1,1,-119.4179324,36.778261
"5016","shellthings",1,0,-1,-79.01173,33.7949658
"5017","sherleymajzelj1",0,1,1,NA,NA
"5018","SherryMillerA",0,1,1,NA,NA
"5019","shesheface",1,0,-1,NA,NA
"5020","ShetinAdams",1,0,-1,NA,NA
"5021","SheWhoResists",1,0,-1,-74.0059728,40.7127753
"5022","Shiffty25",0,1,1,-98.4936282,29.4241219
"5023","ShiMikes77x",0,1,1,NA,NA
"5024","shimmer_18",0,1,1,NA,NA
